wallet,in_degree,out_degree,flow_ratio,pagerank,betweenness
0x0011be30e268d92f1b757ed19dca71ef13e2738a,1,0,0.0,3.041933148713318e-05,0.0
0x0013cdb35db32222701a53d5c64eb88fc75ba229,1,0,0.0,8.765512130397643e-06,0.0
0x0014eb4ac6dd1473b258d088e6ef214b2bcdc53c,0,1,1.0,8.721384880313655e-06,0.0
0x0014fd5ff898282ab3a40beb486f7ff15a109893,0,1,1.0,8.721384880313655e-06,0.0
0x001619651bd4054d3361de84347458ca772ec606,0,1,1.0,8.721384880313655e-06,0.0
0x00163266d15c216ae2405fca9c13459a8864fc2a,0,1,1.0,8.721384880313655e-06,0.0
0x00164b6ea2df7550694245a96d5d6923d280b86a,1,1,0.5,9.589220798632127e-06,0.0
0x00167777e0daf9dc2d3a76195ab56e857ec67ab2,0,1,1.0,8.721384880313655e-06,0.0
0x00167fac2003c81e8bf54fa88ae91f314674a2f5,1,1,0.5,1.2626646512746781e-05,0.0
0x0016ab524fdf4e8289d4066ad6deef8226c637ca,4,0,0.0,3.605821630734555e-05,0.0
0x0016c0d0343e8f2c3a7b6a51606b84b1545ec606,17,0,0.0,0.0001352518617711469,0.0
0x0016d303d6a79b7cde1419f971f7f73a36777a22,0,1,1.0,8.721384880313655e-06,0.0
0x0016d9faa48e2753331f0698444d616a3fe0c606,1,0,0.0,1.6531908145179908e-05,0.0
0x0016fb22cc4e5a82a628d75d774b885611f6f12b,0,1,1.0,8.721384880313655e-06,0.0
0x00182fdb0b880ee24d428e3cc39383717677c37e,2,0,0.0,2.0437169777613034e-05,0.0
0x001a49acdbf1e87f0836602618c9754371d03333,0,1,1.0,8.721384880313655e-06,0.0
0x001aa45b92c1157d3b66984151ee864e363420bb,1,0,0.0,1.13457705781952e-05,0.0
0x001bd08ee4fa2e93685a9a7cb83f34ca79a0d586,1,1,0.5,1.950782974108854e-05,0.0
0x001bfe1e3ae298b7f55c681b3ae064ae471568a0,1,0,0.0,1.6531908145179908e-05,0.0
0x001c2e664056961c10beb6bc01d0e0f2a06f87f2,0,1,1.0,8.721384880313655e-06,0.0
0x001d4a4bb37ca70971874ba18aa791212f7b4c6c,0,1,1.0,8.721384880313655e-06,0.0
0x001e5b3f677d1f449fb0705b03d61b42dbd9e959,0,1,1.0,8.721384880313655e-06,0.0
0x001fb455ff7f56fee14a630b014bb5d678029054,0,1,1.0,8.721384880313655e-06,0.0
0x002072c6fe034a0e74cd173bc16b44e19d4a305f,1,0,0.0,3.041933148713318e-05,0.0
0x00207f3db984841023bb41932606ea599fdc5952,0,1,1.0,8.721384880313655e-06,0.0
0x0020be2f7ebb4ce04e6c64f7528a1c0fd72c2ed8,1,1,0.5,3.86773632147064e-05,0.0
0x0021053b73a20cb418d0458f543ac3e46d24137e,1,0,0.0,1.6531908145179908e-05,0.0
0x00231f700a77b5cc2e8746510c2ca7fae525aeaf,1,0,0.0,3.041933148713318e-05,0.0
0x00234d57a144bbf9dd89247795f06295aa537f79,1,0,0.0,1.0919094304550956e-05,0.0
0x0023716879b7f24a2b125a89195ca50aa471eeb4,1,1,0.5,9.589220798632127e-06,0.0
0x002394e22ad98682f8da5a79a72edd5f4a0c408d,1,0,0.0,3.425644643594886e-05,0.0
0x00242b1639f3f5b7e77d68bbed8edfacf53a94ba,1,0,0.0,1.6531908145179908e-05,0.0
0x00250c2e3bd29d9e8dd1594ef76727988d615dd8,1,0,0.0,1.6531908145179908e-05,0.0
0x00255f11fdc8358d4238850fdaeb02c63ad7b403,0,1,1.0,8.721384880313655e-06,0.0
0x002593ed22ca9f04609eee72fb9c7872112bc360,1,1,0.5,1.2626646512746781e-05,0.0
0x0025f153c7c67c8008c3d0f8b5bf701fc5326aed,1,0,0.0,1.6531908145179908e-05,0.0
0x00282fd551d03dc033256c4bf119532e8c735d8a,1,0,0.0,1.6531908145179908e-05,0.0
0x00286e431c2bdb6128070d577e0037087a86a4d8,0,1,1.0,8.721384880313655e-06,0.0
0x00295c0a68f39878773194cb3a2bec3b825b9fd6,0,1,1.0,8.721384880313655e-06,0.0
0x0029854c41e63f3fa26feb975abc4926cc75b8c6,0,1,1.0,8.721384880313655e-06,0.0
0x00299487732dbb5ed6be6abead044c0aa09d116d,1,1,0.5,3.86773632147064e-05,0.0
0x002a0e3dd5883c8fa9065c795a2d6aee6e29a319,1,1,0.5,1.2626646512746781e-05,0.0
0x002ab1f9162a6386aa670d16a4c9abdfd653e6d4,1,0,0.0,8.795069062057674e-06,0.0
0x002b5622e38ccfbf5b64fed44be1e82a7906bec7,0,1,1.0,8.721384880313655e-06,0.0
0x002c4ee1829294f7ca9de8a90d4bdd467310e5ae,1,0,0.0,1.2626646512746781e-05,0.0
0x002ccfd2fd549f04f1cff26b69c022d19bf05ef7,1,0,0.0,1.1244985768612378e-05,0.0
0x002d005da95c814bec3e90952c6e20a1a96939c7,1,0,0.0,1.5528693026019937e-05,0.0
0x002d91c86d026319ba0d159c84ffea03bc00adf9,0,1,1.0,8.721384880313655e-06,0.0
